antecedent,consequent,support,confidence,lift
"{'AB', 'U', 'AF', 'F', 'AA'}",{'X'},0.604,0.992,1.013
"{'AB', 'X'}","{'F', 'AF', 'AA', 'U'}",0.604,0.94,1.172
"{'AB', 'X', 'AA'}","{'F', 'AF', 'U'}",0.604,0.986,1.153
"{'AB', 'X', 'AF'}","{'F', 'AA', 'U'}",0.604,0.94,1.113
"{'AB', 'X', 'AA', 'AF'}","{'F', 'U'}",0.604,0.986,1.084
"{'AB', 'F', 'X'}","{'AF', 'AA', 'U'}",0.604,0.944,1.138
"{'AB', 'F', 'AA', 'X'}","{'AF', 'U'}",0.604,0.99,1.119
"{'AB', 'F', 'AF', 'X'}","{'AA', 'U'}",0.604,0.944,1.071
"{'AB', 'X', 'AF', 'F', 'AA'}",{'U'},0.604,0.99,1.041
"{'AB', 'X', 'U'}","{'F', 'AF', 'AA'}",0.604,0.951,1.161
"{'AB', 'X', 'AA', 'U'}","{'F', 'AF'}",0.604,0.995,1.13
"{'AB', 'X', 'AF', 'U'}","{'F', 'AA'}",0.604,0.951,1.088
"{'AB', 'U', 'X', 'AF', 'AA'}",{'F'},0.604,0.995,1.046
"{'AB', 'F', 'U', 'X'}","{'AF', 'AA'}",0.604,0.955,1.126
"{'AB', 'U', 'X', 'F', 'AA'}",{'AF'},0.604,1.0,1.096
"{'AB', 'U', 'X', 'AF', 'F'}",{'AA'},0.604,0.955,1.043
{'AD'},"{'U', 'X', 'AF', 'F', 'AA'}",0.705,0.896,1.134
"{'AD', 'AA'}","{'F', 'X', 'AF', 'U'}",0.705,0.951,1.131
"{'AF', 'AA'}","{'F', 'AD', 'X', 'U'}",0.705,0.831,1.115
"{'AD', 'AF'}","{'F', 'X', 'AA', 'U'}",0.705,0.899,1.08
"{'AF', 'AD', 'AA'}","{'F', 'X', 'U'}",0.705,0.955,1.066
"{'F', 'AA'}","{'AD', 'X', 'AF', 'U'}",0.705,0.807,1.063
"{'AD', 'F'}","{'X', 'AF', 'AA', 'U'}",0.705,0.919,1.13
"{'AD', 'F', 'AA'}","{'X', 'AF', 'U'}",0.705,0.974,1.124
"{'F', 'AF'}","{'AD', 'X', 'AA', 'U'}",0.705,0.801,1.109
"{'AF', 'F', 'AA'}","{'AD', 'X', 'U'}",0.705,0.861,1.129
"{'AD', 'F', 'AF'}","{'X', 'AA', 'U'}",0.705,0.922,1.066
"{'AF', 'AD', 'F', 'AA'}","{'X', 'U'}",0.705,0.977,1.049
"{'AD', 'U'}","{'F', 'X', 'AF', 'AA'}",0.705,0.908,1.125
"{'AD', 'AA', 'U'}","{'F', 'X', 'AF'}",0.705,0.961,1.11
"{'AF', 'AA', 'U'}","{'F', 'AD', 'X'}",0.705,0.85,1.127
"{'AD', 'AF', 'U'}","{'F', 'X', 'AA'}",0.705,0.912,1.057
"{'AF', 'AD', 'AA', 'U'}","{'F', 'X'}",0.705,0.965,1.029
"{'F', 'AA', 'U'}","{'AD', 'X', 'AF'}",0.705,0.835,1.086
"{'AD', 'F', 'U'}","{'X', 'AF', 'AA'}",0.705,0.931,1.119
"{'AD', 'F', 'AA', 'U'}","{'X', 'AF'}",0.705,0.984,1.102
"{'F', 'AF', 'U'}","{'AD', 'X', 'AA'}",0.705,0.824,1.131
"{'AF', 'F', 'AA', 'U'}","{'AD', 'X'}",0.705,0.88,1.139
"{'AD', 'F', 'AF', 'U'}","{'X', 'AA'}",0.705,0.934,1.039
"{'U', 'AF', 'F', 'AD', 'AA'}",{'X'},0.705,0.987,1.007
"{'AD', 'X'}","{'F', 'AF', 'AA', 'U'}",0.705,0.913,1.139
"{'AD', 'X', 'AA'}","{'F', 'AF', 'U'}",0.705,0.967,1.131
"{'AF', 'X', 'AA'}","{'AD', 'F', 'U'}",0.705,0.848,1.119
"{'AD', 'X', 'AF'}","{'F', 'AA', 'U'}",0.705,0.917,1.086
"{'AF', 'AD', 'X', 'AA'}","{'F', 'U'}",0.705,0.971,1.068
"{'F', 'AA', 'X'}","{'AD', 'AF', 'U'}",0.705,0.818,1.057
"{'AD', 'F', 'X'}","{'AF', 'AA', 'U'}",0.705,0.934,1.127
"{'AD', 'F', 'AA', 'X'}","{'AF', 'U'}",0.705,0.988,1.116
"{'F', 'AF', 'X'}","{'AD', 'AA', 'U'}",0.705,0.814,1.11
"{'AF', 'F', 'AA', 'X'}","{'AD', 'U'}",0.705,0.873,1.125
"{'AD', 'F', 'AF', 'X'}","{'AA', 'U'}",0.705,0.937,1.063
"{'X', 'AF', 'F', 'AD', 'AA'}",{'U'},0.705,0.991,1.042
"{'X', 'AA', 'U'}","{'AD', 'F', 'AF'}",0.705,0.815,1.066
"{'AD', 'X', 'U'}","{'F', 'AF', 'AA'}",0.705,0.925,1.129
"{'AD', 'X', 'AA', 'U'}","{'F', 'AF'}",0.705,0.976,1.109
"{'X', 'AF', 'U'}","{'AD', 'F', 'AA'}",0.705,0.814,1.124
"{'AF', 'X', 'AA', 'U'}","{'AD', 'F'}",0.705,0.867,1.13
"{'AD', 'X', 'AF', 'U'}","{'F', 'AA'}",0.705,0.929,1.063
"{'U', 'X', 'AF', 'AD', 'AA'}",{'F'},0.705,0.98,1.03
"{'F', 'AA', 'U', 'X'}","{'AD', 'AF'}",0.705,0.847,1.08
"{'AD', 'F', 'U', 'X'}","{'AF', 'AA'}",0.705,0.945,1.115
"{'U', 'X', 'F', 'AD', 'AA'}",{'AF'},0.705,0.997,1.093
"{'F', 'AF', 'U', 'X'}","{'AD', 'AA'}",0.705,0.838,1.131
"{'U', 'X', 'AF', 'F', 'AA'}",{'AD'},0.705,0.892,1.134
"{'U', 'X', 'AF', 'F', 'AD'}",{'AA'},0.705,0.948,1.036
"{'N', 'AA'}","{'F', 'X', 'AF', 'U'}",0.538,0.826,0.982
"{'N', 'AF'}","{'F', 'X', 'AA', 'U'}",0.538,0.832,1.0
"{'AF', 'AA', 'N'}","{'F', 'X', 'U'}",0.538,0.918,1.025
"{'N', 'F', 'AA'}","{'X', 'AF', 'U'}",0.538,0.875,1.01
"{'N', 'F', 'AF'}","{'X', 'AA', 'U'}",0.538,0.868,1.003
"{'AF', 'F', 'AA', 'N'}","{'X', 'U'}",0.538,0.956,1.026
"{'N', 'AA', 'U'}","{'F', 'X', 'AF'}",0.538,0.871,1.006
"{'N', 'AF', 'U'}","{'F', 'X', 'AA'}",0.538,0.869,1.008
"{'AF', 'U', 'AA', 'N'}","{'F', 'X'}",0.538,0.948,1.012
"{'N', 'F', 'U'}","{'X', 'AF', 'AA'}",0.538,0.832,1.001
"{'N', 'F', 'AA', 'U'}","{'X', 'AF'}",0.538,0.92,1.03
"{'N', 'F', 'AF', 'U'}","{'X', 'AA'}",0.538,0.905,1.007
"{'U', 'AF', 'F', 'N', 'AA'}",{'X'},0.538,0.987,1.007
"{'N', 'X', 'AA'}","{'F', 'AF', 'U'}",0.538,0.841,0.983
"{'N', 'X', 'AF'}","{'F', 'AA', 'U'}",0.538,0.851,1.008
"{'AF', 'X', 'AA', 'N'}","{'F', 'U'}",0.538,0.936,1.029
"{'N', 'F', 'AA', 'X'}","{'AF', 'U'}",0.538,0.886,1.001
"{'N', 'F', 'AF', 'X'}","{'AA', 'U'}",0.538,0.883,1.002
"{'X', 'AF', 'F', 'N', 'AA'}",{'U'},0.538,0.969,1.019
"{'N', 'X', 'U'}","{'F', 'AF', 'AA'}",0.538,0.805,0.982
"{'N', 'X', 'AA', 'U'}","{'F', 'AF'}",0.538,0.887,1.008
"{'N', 'X', 'AF', 'U'}","{'F', 'AA'}",0.538,0.888,1.016
"{'U', 'X', 'AF', 'N', 'AA'}",{'F'},0.538,0.966,1.015
"{'N', 'F', 'U', 'X'}","{'AF', 'AA'}",0.538,0.846,0.997
"{'U', 'X', 'F', 'N', 'AA'}",{'AF'},0.538,0.931,1.02
"{'U', 'X', 'AF', 'F', 'N'}",{'AA'},0.538,0.92,1.005
{'AB'},"{'U', 'X', 'AF', 'F', 'AD'}",0.628,0.966,1.3
"{'AB', 'AD'}","{'F', 'X', 'AF', 'U'}",0.628,0.973,1.157
"{'AB', 'AF'}","{'F', 'AD', 'X', 'U'}",0.628,0.966,1.296
"{'AD', 'AF'}","{'AB', 'F', 'X', 'U'}",0.628,0.802,1.267
"{'AB', 'AD', 'AF'}","{'F', 'X', 'U'}",0.628,0.973,1.087
"{'AB', 'F'}","{'AD', 'X', 'AF', 'U'}",0.628,0.971,1.279
"{'AD', 'F'}","{'AB', 'X', 'AF', 'U'}",0.628,0.82,1.29
"{'AB', 'AD', 'F'}","{'X', 'AF', 'U'}",0.628,0.977,1.128
"{'AB', 'F', 'AF'}","{'AD', 'X', 'U'}",0.628,0.971,1.274
"{'AD', 'F', 'AF'}","{'AB', 'X', 'U'}",0.628,0.822,1.294
"{'AB', 'AD', 'F', 'AF'}","{'X', 'U'}",0.628,0.977,1.049
"{'AB', 'U'}","{'F', 'AD', 'X', 'AF'}",0.628,0.978,1.3
"{'AD', 'U'}","{'AB', 'F', 'X', 'AF'}",0.628,0.81,1.265
"{'AB', 'AD', 'U'}","{'F', 'X', 'AF'}",0.628,0.984,1.137
"{'AB', 'AF', 'U'}","{'F', 'AD', 'X'}",0.628,0.978,1.296
"{'AD', 'AF', 'U'}","{'AB', 'F', 'X'}",0.628,0.813,1.269
"{'AB', 'AD', 'AF', 'U'}","{'F', 'X'}",0.628,0.984,1.051
"{'AB', 'F', 'U'}","{'AD', 'X', 'AF'}",0.628,0.983,1.277
"{'AD', 'F', 'U'}","{'AB', 'X', 'AF'}",0.628,0.83,1.29
"{'AB', 'AD', 'F', 'U'}","{'X', 'AF'}",0.628,0.989,1.108
"{'AB', 'F', 'AF', 'U'}","{'AD', 'X'}",0.628,0.983,1.273
"{'AD', 'F', 'AF', 'U'}","{'AB', 'X'}",0.628,0.832,1.294
"{'AB', 'U', 'AF', 'F', 'AD'}",{'X'},0.628,0.989,1.009
"{'AB', 'X'}","{'AD', 'F', 'AF', 'U'}",0.628,0.977,1.294
"{'AD', 'X'}","{'AB', 'F', 'AF', 'U'}",0.628,0.814,1.273
"{'AB', 'AD', 'X'}","{'F', 'AF', 'U'}",0.628,0.983,1.15
"{'AB', 'X', 'AF'}","{'AD', 'F', 'U'}",0.628,0.977,1.29
"{'AD', 'X', 'AF'}","{'AB', 'F', 'U'}",0.628,0.817,1.277
"{'AB', 'AD', 'X', 'AF'}","{'F', 'U'}",0.628,0.983,1.081
"{'AB', 'F', 'X'}","{'AD', 'AF', 'U'}",0.628,0.982,1.269
"{'AD', 'F', 'X'}","{'AB', 'AF', 'U'}",0.628,0.833,1.296
"{'AB', 'AD', 'F', 'X'}","{'AF', 'U'}",0.628,0.988,1.116
"{'AB', 'F', 'AF', 'X'}","{'AD', 'U'}",0.628,0.982,1.265
"{'AD', 'F', 'AF', 'X'}","{'AB', 'U'}",0.628,0.836,1.3
"{'AB', 'X', 'AF', 'F', 'AD'}",{'U'},0.628,0.988,1.039
"{'AB', 'X', 'U'}","{'AD', 'F', 'AF'}",0.628,0.989,1.294
"{'AD', 'X', 'U'}","{'AB', 'F', 'AF'}",0.628,0.825,1.274
"{'AB', 'AD', 'X', 'U'}","{'F', 'AF'}",0.628,0.995,1.13
"{'AB', 'X', 'AF', 'U'}","{'AD', 'F'}",0.628,0.989,1.29
"{'AD', 'X', 'AF', 'U'}","{'AB', 'F'}",0.628,0.828,1.279
"{'AB', 'U', 'X', 'AF', 'AD'}",{'F'},0.628,0.995,1.046
"{'AB', 'F', 'U', 'X'}","{'AD', 'AF'}",0.628,0.993,1.267
"{'AD', 'F', 'U', 'X'}","{'AB', 'AF'}",0.628,0.843,1.296
"{'AB', 'U', 'X', 'F', 'AD'}",{'AF'},0.628,1.0,1.096
"{'AB', 'U', 'X', 'AF', 'F'}",{'AD'},0.628,0.993,1.263
"{'U', 'X', 'AF', 'F', 'AD'}",{'AB'},0.628,0.845,1.3
{'AB'},"{'U', 'AF', 'F', 'AD', 'AA'}",0.605,0.931,1.303
"{'AB', 'AA'}","{'AD', 'F', 'AF', 'U'}",0.605,0.98,1.298
"{'AD', 'AA'}","{'AB', 'F', 'AF', 'U'}",0.605,0.817,1.277
"{'AB', 'AD'}","{'F', 'AF', 'AA', 'U'}",0.605,0.937,1.169
"{'AB', 'AD', 'AA'}","{'F', 'AF', 'U'}",0.605,0.986,1.153
"{'AB', 'AF'}","{'AD', 'F', 'AA', 'U'}",0.605,0.931,1.299
"{'AB', 'AA', 'AF'}","{'AD', 'F', 'U'}",0.605,0.98,1.294
"{'AF', 'AD', 'AA'}","{'AB', 'F', 'U'}",0.605,0.82,1.282
"{'AB', 'AD', 'AF'}","{'F', 'AA', 'U'}",0.605,0.937,1.11
"{'AB', 'AD', 'AA', 'AF'}","{'F', 'U'}",0.605,0.986,1.084
"{'AB', 'F'}","{'AD', 'AF', 'AA', 'U'}",0.605,0.935,1.28
"{'AB', 'F', 'AA'}","{'AD', 'AF', 'U'}",0.605,0.985,1.273
"{'AD', 'F', 'AA'}","{'AB', 'AF', 'U'}",0.605,0.836,1.302
"{'AB', 'AD', 'F'}","{'AF', 'AA', 'U'}",0.605,0.941,1.135
"{'AB', 'AD', 'F', 'AA'}","{'AF', 'U'}",0.605,0.99,1.119
"{'AB', 'F', 'AF'}","{'AD', 'AA', 'U'}",0.605,0.935,1.275
"{'AB', 'F', 'AA', 'AF'}","{'AD', 'U'}",0.605,0.985,1.269
"{'AF', 'AD', 'F', 'AA'}","{'AB', 'U'}",0.605,0.839,1.306
"{'AB', 'AD', 'F', 'AF'}","{'AA', 'U'}",0.605,0.941,1.068
"{'AB', 'AF', 'F', 'AD', 'AA'}",{'U'},0.605,0.99,1.041
"{'AB', 'U'}","{'AD', 'F', 'AF', 'AA'}",0.605,0.942,1.306
"{'AB', 'AA', 'U'}","{'AD', 'F', 'AF'}",0.605,0.989,1.294
"{'AD', 'AA', 'U'}","{'AB', 'F', 'AF'}",0.605,0.825,1.275
"{'AB', 'AD', 'U'}","{'F', 'AF', 'AA'}",0.605,0.948,1.158
"{'AB', 'AD', 'AA', 'U'}","{'F', 'AF'}",0.605,0.995,1.13
"{'AB', 'AF', 'U'}","{'AD', 'F', 'AA'}",0.605,0.942,1.302
"{'AB', 'U', 'AA', 'AF'}","{'AD', 'F'}",0.605,0.989,1.29
"{'AF', 'AD', 'AA', 'U'}","{'AB', 'F'}",0.605,0.828,1.28
"{'AB', 'AD', 'AF', 'U'}","{'F', 'AA'}",0.605,0.948,1.085
"{'AB', 'U', 'AF', 'AD', 'AA'}",{'F'},0.605,0.995,1.046
"{'AB', 'F', 'U'}","{'AD', 'AF', 'AA'}",0.605,0.947,1.282
"{'AB', 'F', 'AA', 'U'}","{'AD', 'AF'}",0.605,0.994,1.268
"{'AD', 'F', 'AA', 'U'}","{'AB', 'AF'}",0.605,0.845,1.299
"{'AB', 'AD', 'F', 'U'}","{'AF', 'AA'}",0.605,0.953,1.123
"{'AB', 'U', 'F', 'AD', 'AA'}",{'AF'},0.605,1.0,1.096
"{'AB', 'F', 'AF', 'U'}","{'AD', 'AA'}",0.605,0.947,1.277
"{'AB', 'U', 'AF', 'F', 'AA'}",{'AD'},0.605,0.994,1.264
"{'AD', 'F', 'AF', 'U'}","{'AB', 'AA'}",0.605,0.802,1.298
"{'U', 'AF', 'F', 'AD', 'AA'}",{'AB'},0.605,0.847,1.303
"{'AB', 'U', 'AF', 'F', 'AD'}",{'AA'},0.605,0.953,1.04
{'AB'},"{'X', 'AF', 'F', 'AD', 'AA'}",0.607,0.933,1.311
"{'AB', 'AA'}","{'F', 'AD', 'X', 'AF'}",0.607,0.982,1.306
"{'AD', 'AA'}","{'AB', 'F', 'X', 'AF'}",0.607,0.818,1.278
"{'AB', 'AD'}","{'F', 'X', 'AF', 'AA'}",0.607,0.939,1.163
"{'AB', 'AD', 'AA'}","{'F', 'X', 'AF'}",0.607,0.988,1.141
"{'AB', 'AF'}","{'F', 'AD', 'X', 'AA'}",0.607,0.933,1.307
"{'AB', 'AA', 'AF'}","{'F', 'AD', 'X'}",0.607,0.982,1.302
"{'AF', 'AD', 'AA'}","{'AB', 'F', 'X'}",0.607,0.821,1.283
"{'AB', 'AD', 'AF'}","{'F', 'X', 'AA'}",0.607,0.939,1.089
"{'AB', 'AD', 'AA', 'AF'}","{'F', 'X'}",0.607,0.988,1.054
"{'AB', 'F'}","{'AD', 'X', 'AF', 'AA'}",0.607,0.937,1.291
"{'AB', 'F', 'AA'}","{'AD', 'X', 'AF'}",0.607,0.987,1.283
"{'AD', 'F', 'AA'}","{'AB', 'X', 'AF'}",0.607,0.838,1.303
"{'AB', 'AD', 'F'}","{'X', 'AF', 'AA'}",0.607,0.943,1.134
"{'AB', 'AD', 'F', 'AA'}","{'X', 'AF'}",0.607,0.992,1.111
"{'AB', 'F', 'AF'}","{'AD', 'X', 'AA'}",0.607,0.937,1.285
"{'AB', 'F', 'AA', 'AF'}","{'AD', 'X'}",0.607,0.987,1.278
"{'AF', 'AD', 'F', 'AA'}","{'AB', 'X'}",0.607,0.841,1.307
"{'AB', 'AD', 'F', 'AF'}","{'X', 'AA'}",0.607,0.943,1.05
"{'AB', 'AF', 'F', 'AD', 'AA'}",{'X'},0.607,0.992,1.013
"{'AB', 'X'}","{'AD', 'F', 'AF', 'AA'}",0.607,0.943,1.307
"{'AB', 'X', 'AA'}","{'AD', 'F', 'AF'}",0.607,0.989,1.294
"{'AD', 'X', 'AA'}","{'AB', 'F', 'AF'}",0.607,0.832,1.285
"{'AB', 'AD', 'X'}","{'F', 'AF', 'AA'}",0.607,0.949,1.159
"{'AB', 'AD', 'X', 'AA'}","{'F', 'AF'}",0.607,0.995,1.13
"{'AB', 'X', 'AF'}","{'AD', 'F', 'AA'}",0.607,0.943,1.303
"{'AB', 'X', 'AA', 'AF'}","{'AD', 'F'}",0.607,0.989,1.29
"{'AF', 'AD', 'X', 'AA'}","{'AB', 'F'}",0.607,0.835,1.291
"{'AB', 'AD', 'X', 'AF'}","{'F', 'AA'}",0.607,0.949,1.086
"{'AB', 'X', 'AF', 'AD', 'AA'}",{'F'},0.607,0.995,1.046
"{'AB', 'F', 'X'}","{'AD', 'AF', 'AA'}",0.607,0.948,1.283
"{'AB', 'F', 'AA', 'X'}","{'AD', 'AF'}",0.607,0.994,1.268
"{'AD', 'F', 'X'}","{'AB', 'AF', 'AA'}",0.607,0.804,1.302
"{'AD', 'F', 'AA', 'X'}","{'AB', 'AF'}",0.607,0.85,1.307
"{'AB', 'AD', 'F', 'X'}","{'AF', 'AA'}",0.607,0.954,1.125
"{'AB', 'X', 'F', 'AD', 'AA'}",{'AF'},0.607,1.0,1.096
"{'AB', 'F', 'AF', 'X'}","{'AD', 'AA'}",0.607,0.948,1.278
"{'AB', 'X', 'AF', 'F', 'AA'}",{'AD'},0.607,0.994,1.264
"{'AD', 'F', 'AF', 'X'}","{'AB', 'AA'}",0.607,0.807,1.306
"{'X', 'AF', 'F', 'AD', 'AA'}",{'AB'},0.607,0.853,1.311
"{'AB', 'X', 'AF', 'F', 'AD'}",{'AA'},0.607,0.954,1.041
{'AB'},"{'U', 'X', 'AF', 'AD', 'AA'}",0.604,0.928,1.291
"{'AB', 'AA'}","{'AD', 'X', 'AF', 'U'}",0.604,0.977,1.287
"{'AD', 'AA'}","{'AB', 'X', 'AF', 'U'}",0.604,0.814,1.281
"{'AB', 'AD'}","{'X', 'AF', 'AA', 'U'}",0.604,0.934,1.149
"{'AB', 'AD', 'AA'}","{'X', 'AF', 'U'}",0.604,0.983,1.134
"{'AB', 'AF'}","{'AD', 'X', 'AA', 'U'}",0.604,0.928,1.286
"{'AB', 'AA', 'AF'}","{'AD', 'X', 'U'}",0.604,0.977,1.282
"{'AF', 'AD', 'AA'}","{'AB', 'X', 'U'}",0.604,0.817,1.286
"{'AB', 'AD', 'AF'}","{'X', 'AA', 'U'}",0.604,0.934,1.08
"{'AB', 'AD', 'AA', 'AF'}","{'X', 'U'}",0.604,0.983,1.055
"{'AB', 'U'}","{'AD', 'X', 'AF', 'AA'}",0.604,0.94,1.294
"{'AB', 'AA', 'U'}","{'AD', 'X', 'AF'}",0.604,0.987,1.283
"{'AD', 'AA', 'U'}","{'AB', 'X', 'AF'}",0.604,0.823,1.279
"{'AB', 'AD', 'U'}","{'X', 'AF', 'AA'}",0.604,0.946,1.137
"{'AB', 'AD', 'AA', 'U'}","{'X', 'AF'}",0.604,0.992,1.111
"{'AB', 'AF', 'U'}","{'AD', 'X', 'AA'}",0.604,0.94,1.289
"{'AB', 'U', 'AA', 'AF'}","{'AD', 'X'}",0.604,0.987,1.278
"{'AF', 'AD', 'AA', 'U'}","{'AB', 'X'}",0.604,0.826,1.284
"{'AB', 'AD', 'AF', 'U'}","{'X', 'AA'}",0.604,0.946,1.052
"{'AB', 'U', 'AF', 'AD', 'AA'}",{'X'},0.604,0.992,1.013
"{'AB', 'X'}","{'AD', 'AF', 'AA', 'U'}",0.604,0.939,1.284
"{'AB', 'X', 'AA'}","{'AD', 'AF', 'U'}",0.604,0.985,1.273
"{'AD', 'X', 'AA'}","{'AB', 'AF', 'U'}",0.604,0.828,1.289
"{'AB', 'AD', 'X'}","{'AF', 'AA', 'U'}",0.604,0.945,1.139
"{'AB', 'AD', 'X', 'AA'}","{'AF', 'U'}",0.604,0.99,1.119
"{'AB', 'X', 'AF'}","{'AD', 'AA', 'U'}",0.604,0.939,1.279
"{'AB', 'X', 'AA', 'AF'}","{'AD', 'U'}",0.604,0.985,1.269
"{'AF', 'AD', 'X', 'AA'}","{'AB', 'U'}",0.604,0.831,1.294
"{'AB', 'AD', 'X', 'AF'}","{'AA', 'U'}",0.604,0.945,1.072
"{'AB', 'X', 'AF', 'AD', 'AA'}",{'U'},0.604,0.99,1.041
"{'AB', 'X', 'U'}","{'AD', 'AF', 'AA'}",0.604,0.95,1.286
"{'AB', 'X', 'AA', 'U'}","{'AD', 'AF'}",0.604,0.994,1.268
"{'AD', 'X', 'AA', 'U'}","{'AB', 'AF'}",0.604,0.836,1.286
"{'AB', 'AD', 'X', 'U'}","{'AF', 'AA'}",0.604,0.956,1.127
"{'AB', 'U', 'X', 'AD', 'AA'}",{'AF'},0.604,1.0,1.096
"{'AB', 'X', 'AF', 'U'}","{'AD', 'AA'}",0.604,0.95,1.281
"{'AB', 'U', 'X', 'AF', 'AA'}",{'AD'},0.604,0.994,1.264
"{'U', 'X', 'AF', 'AD', 'AA'}",{'AB'},0.604,0.839,1.291
"{'AB', 'U', 'X', 'AF', 'AD'}",{'AA'},0.604,0.956,1.044
{'A'},"{'U', 'X', 'AF', 'F', 'D', 'AA'}",0.509,0.812,1.053
"{'AA', 'A'}","{'U', 'X', 'AF', 'F', 'D'}",0.509,0.881,1.079
"{'AF', 'A'}","{'U', 'X', 'F', 'D', 'AA'}",0.509,0.867,1.071
"{'AF', 'AA', 'A'}","{'F', 'X', 'U', 'D'}",0.509,0.926,1.071
"{'D', 'A'}","{'U', 'X', 'AF', 'F', 'AA'}",0.509,0.838,1.06
"{'D', 'AA', 'A'}","{'F', 'X', 'AF', 'U'}",0.509,0.903,1.074
"{'D', 'AF', 'A'}","{'F', 'X', 'AA', 'U'}",0.509,0.89,1.069
"{'AF', 'D', 'AA', 'A'}","{'F', 'X', 'U'}",0.509,0.945,1.056
"{'F', 'A'}","{'U', 'X', 'AF', 'D', 'AA'}",0.509,0.847,1.067
"{'F', 'AA', 'A'}","{'D', 'X', 'AF', 'U'}",0.509,0.917,1.09
"{'F', 'AF', 'A'}","{'D', 'X', 'AA', 'U'}",0.509,0.897,1.066
"{'AF', 'F', 'AA', 'A'}","{'D', 'X', 'U'}",0.509,0.958,1.063
"{'D', 'F', 'A'}","{'X', 'AF', 'AA', 'U'}",0.509,0.875,1.076
"{'D', 'F', 'AA', 'A'}","{'X', 'AF', 'U'}",0.509,0.941,1.086
"{'D', 'F', 'AF', 'A'}","{'X', 'AA', 'U'}",0.509,0.922,1.066
"{'AF', 'F', 'D', 'AA', 'A'}","{'X', 'U'}",0.509,0.978,1.05
"{'U', 'A'}","{'X', 'AF', 'F', 'D', 'AA'}",0.509,0.84,1.07
"{'AA', 'U', 'A'}","{'F', 'X', 'AF', 'D'}",0.509,0.901,1.077
"{'AF', 'U', 'A'}","{'F', 'X', 'AA', 'D'}",0.509,0.884,1.063
"{'AF', 'AA', 'U', 'A'}","{'F', 'X', 'D'}",0.509,0.939,1.048
"{'D', 'U', 'A'}","{'F', 'X', 'AF', 'AA'}",0.509,0.861,1.067
"{'D', 'AA', 'U', 'A'}","{'F', 'X', 'AF'}",0.509,0.919,1.062
"{'D', 'AF', 'U', 'A'}","{'F', 'X', 'AA'}",0.509,0.906,1.05
"{'U', 'AF', 'D', 'AA', 'A'}","{'F', 'X'}",0.509,0.957,1.021
"{'F', 'U', 'A'}","{'D', 'X', 'AF', 'AA'}",0.509,0.874,1.08
"{'F', 'AA', 'U', 'A'}","{'D', 'X', 'AF'}",0.509,0.937,1.085
"{'F', 'AF', 'U', 'A'}","{'D', 'X', 'AA'}",0.509,0.914,1.053
"{'U', 'AF', 'F', 'AA', 'A'}","{'D', 'X'}",0.509,0.971,1.033
"{'D', 'F', 'U', 'A'}","{'X', 'AF', 'AA'}",0.509,0.897,1.079
"{'U', 'F', 'D', 'AA', 'A'}","{'X', 'AF'}",0.509,0.957,1.072
"{'U', 'AF', 'F', 'D', 'A'}","{'X', 'AA'}",0.509,0.937,1.043
"{'U', 'AF', 'F', 'D', 'AA', 'A'}",{'X'},0.509,0.99,1.01
"{'X', 'A'}","{'U', 'AF', 'F', 'D', 'AA'}",0.509,0.829,1.061
"{'X', 'AA', 'A'}","{'D', 'F', 'AF', 'U'}",0.509,0.897,1.082
"{'X', 'AF', 'A'}","{'D', 'F', 'AA', 'U'}",0.509,0.885,1.08
"{'AF', 'X', 'AA', 'A'}","{'D', 'F', 'U'}",0.509,0.943,1.075
"{'D', 'X', 'A'}","{'F', 'AF', 'AA', 'U'}",0.509,0.855,1.067
"{'D', 'X', 'AA', 'A'}","{'F', 'AF', 'U'}",0.509,0.919,1.075
"{'D', 'X', 'AF', 'A'}","{'F', 'AA', 'U'}",0.509,0.909,1.077
"{'X', 'AF', 'D', 'AA', 'A'}","{'F', 'U'}",0.509,0.962,1.058
"{'X', 'F', 'A'}","{'D', 'AF', 'AA', 'U'}",0.509,0.86,1.062
"{'X', 'F', 'AA', 'A'}","{'D', 'AF', 'U'}",0.509,0.928,1.08
"{'X', 'F', 'AF', 'A'}","{'D', 'AA', 'U'}",0.509,0.911,1.063
"{'X', 'AF', 'F', 'AA', 'A'}","{'D', 'U'}",0.509,0.97,1.055
"{'X', 'D', 'F', 'A'}","{'AF', 'AA', 'U'}",0.509,0.888,1.071
"{'X', 'F', 'D', 'AA', 'A'}","{'AF', 'U'}",0.509,0.952,1.075
"{'X', 'AF', 'F', 'D', 'A'}","{'AA', 'U'}",0.509,0.936,1.062
"{'X', 'AF', 'F', 'D', 'AA', 'A'}",{'U'},0.509,0.99,1.041
"{'X', 'U', 'A'}","{'D', 'F', 'AF', 'AA'}",0.509,0.857,1.077
"{'X', 'AA', 'U', 'A'}","{'D', 'F', 'AF'}",0.509,0.917,1.079
"{'X', 'AF', 'U', 'A'}","{'D', 'F', 'AA'}",0.509,0.903,1.071
"{'U', 'X', 'AF', 'AA', 'A'}","{'D', 'F'}",0.509,0.956,1.05
"{'D', 'X', 'U', 'A'}","{'F', 'AF', 'AA'}",0.509,0.879,1.073
"{'U', 'X', 'D', 'AA', 'A'}","{'F', 'AF'}",0.509,0.935,1.062
"{'U', 'X', 'AF', 'D', 'A'}","{'F', 'AA'}",0.509,0.924,1.057
